id,name,type_line,power,toughness,colors,text,image
"cmm-29","Satyr","Token Creature — Satyr","1","1","R","This creature can't block.","https://cards.scryfall.io/normal/front/4/9/49bdae00-bcbd-4238-87d6-7e12ff7ffd83.jpg?1783915253"
"tsr-3","Cloud Sprite","Token Creature — Faerie","1","1","U","Flying Cloud Sprite can block only creatures with flying.","https://cards.scryfall.io/normal/front/4/a/4a2144f2-d4be-419e-bfca-116cedfdf18b.jpg?1783927697"
"40k-20","Blue Horror","Token Creature — Demon Horror","2","2","RU","Whenever you cast an instant or sorcery spell, this creature deals 1 damage to any target.","https://cards.scryfall.io/normal/front/4/a/4a3d2013-e10c-49aa-adf6-4a3a141e48ce.jpg?1783920657"
"spm-3","Spider","Token Creature — Spider","2","1","G","Reach","https://cards.scryfall.io/normal/front/4/a/4a40f6e1-3545-4503-af3e-f0acfb735e3a.jpg?1783905184"
"msh-9","Villain","Token Creature — Villain","2","1","B","Menace","https://cards.scryfall.io/normal/front/4/a/4a51b6a0-9a54-4f01-b959-0a28c15d103f.jpg?1783902804"
"dtk-8","Narset Transcendent Emblem","Emblem — Narset","","","","Your opponents can't cast noncreature spells.","https://cards.scryfall.io/normal/front/4/a/4a70dfe0-874c-473a-a26e-1f88a842df41.jpg?1783938559"
"tori-14","Chandra, Roaring Flame Emblem","Emblem — Chandra","","","","At the beginning of your upkeep, this emblem deals 3 damage to you.","https://cards.scryfall.io/normal/front/a/4/a43fa669-961d-4ec5-a7c8-67e55a4e54f2.jpg?1783913133"
"c19-1","Bird","Token Creature — Bird","3","4","W","Flying","https://cards.scryfall.io/normal/front/4/a/4ac57a34-23ad-4780-a464-e2472d277a27.jpg?1783932836"
"unf-9","Teddy Bear","Token Creature — Teddy Bear","2","2","","","https://cards.scryfall.io/normal/front/4/a/4aef57de-7b99-47f3-af44-3c0bc546bbac.jpg?1783920621"
"sld-152","Walker","Token Creature — Zombie","2","2","B","","https://cards.scryfall.io/normal/front/4/b/4b236f7a-62b0-4605-9328-6994ca65909b.jpg?1783929156"
"ust-7","Rogue","Token Creature — Rogue","2","2","B","Menace","https://cards.scryfall.io/normal/front/4/b/4b633d7b-6d61-4b1a-8d65-6e1f3d5ffba7.jpg?1783935354"
"dsk-6","Spirit","Token Creature — Spirit","3","1","W","Flying","https://cards.scryfall.io/normal/front/4/b/4b7697e3-b3fb-481c-a90f-1ae08d8a9880.jpg?1783909266"
"cmm-52","Ob Nixilis of the Black Oath Emblem","Emblem — Nixilis","","","","{1}{B}, Sacrifice a creature: You gain X life and draw X cards, where X is the sacrificed creature's power.","https://cards.scryfall.io/normal/front/f/3/f3b4bd21-2ab7-48cf-bc46-b67093b99421.jpg?1783915241"
"tsr-4","Bat","Token Creature — Bat","1","2","B","Flying {1}{B}, Sacrifice this creature: Return an exiled card named Sengir Nosferatu to the battlefield under its owner's control.","https://cards.scryfall.io/normal/front/4/c/4c532e0f-8934-4ad3-bb1a-640abe946e10.jpg?1783927696"
"ecl-8","Merfolk","Token Creature — Merfolk","1","1","UW","","https://cards.scryfall.io/normal/front/4/c/4c5ad4e1-b489-4023-88ab-1200c5f26ffc.jpg?1783904323"
"soc-3","Contract","Token Enchantment — Aura","","","W","Enchant creature Whenever enchanted creature attacks, it gets +2/+0 until end of turn if it's attacking one of your opponents. Otherwise, its controller loses 2 life.","https://cards.scryfall.io/normal/front/4/c/4c5e0caa-a043-41de-acbf-cdf3a6b6ab18.jpg?1783903575"
"unf-7","Balloon","Token Creature — Balloon","1","1","R","Flying","https://cards.scryfall.io/normal/front/4/c/4c8f2c0f-7ed8-4d72-8f94-33ad615bf21d.jpg?1783920623"
"msh-15","The Tiger God","Token Legendary Creature — Cat God","4","4","G","The Tiger God can't be blocked by more than one creature.","https://cards.scryfall.io/normal/front/4/d/4d1ca2ed-c987-4f92-ad7b-991d7a64d145.jpg?1783902800"
"dom-6","Nightmare Horror","Token Creature — Nightmare Horror","*","*","B","","https://cards.scryfall.io/normal/front/4/d/4d33b752-c806-4932-ae0a-46f00ed937de.jpg?1783934932"
"drc-3","Zombie","Token Creature — Zombie","1","1","W","","https://cards.scryfall.io/normal/front/4/d/4d6a4ed0-50ce-4556-a2c3-cbd7501635ec.jpg?1783907674"
"msc-7","Ox","Token Creature — Ox","2","2","W","","https://cards.scryfall.io/normal/front/4/d/4db2ad28-a2d9-41ba-811b-bde40a870675.jpg?1783902814"
"cmm-71","Wizard","Token Creature — Wizard","1","1","R","{T}: Add {R}. Spend this mana only to cast a planeswalker spell.","https://cards.scryfall.io/normal/front/4/d/4de5b65c-00c7-415a-92f3-cd1177372956.jpg?1783915230"
"l16-5","Servo // Thopter","Token Artifact Creature — Servo // Token Artifact Creature — Thopter","","","","","https://cards.scryfall.io/normal/front/4/e/4e3690fa-627e-4b3b-b517-e2cd1b4bbdd0.jpg?1783937940"
"dmu-15","Badger","Token Creature — Badger","3","3","G","","https://cards.scryfall.io/normal/front/4/e/4e42cb2e-578f-4fec-a9a4-33b95b78229c.jpg?1783921127"
"pemn-1z","Zombie // Zombie","Token Creature — Zombie // Token Creature — Zombie","","","","","https://cards.scryfall.io/normal/front/4/f/4f153ca0-0e55-4f3c-9780-570708844fd3.jpg?1783937415"
"tmkm-1","Dog","Token Creature — Dog","1","1","W","","https://cards.scryfall.io/normal/front/8/0/8031f333-c818-4793-8cf8-232bf9088a96.jpg?1783906766"
"dsk-12","Spider","Token Creature — Spider","2","2","G","Reach","https://cards.scryfall.io/normal/front/4/f/4f8852eb-1318-40c2-aa2a-8c0e830cca71.jpg?1783909263"
"fin-10","Knight","Token Creature — Knight","2","2","W","","https://cards.scryfall.io/normal/front/a/7/a7758a0b-9e85-4b4a-bf1c-ffcc6761dbad.jpg?1783906135"
"tc17-3","Rat","Token Creature — Rat","1","1","B","Deathtouch","https://cards.scryfall.io/normal/front/5/0/50af7e54-3a6c-4dd0-be1b-83b82734621a.jpg?1783913125"
"mom-7","Dinosaur","Token Creature — Dinosaur","*","*","G","","https://cards.scryfall.io/normal/front/5/0/50b6ea55-c976-40e7-aa09-5ba77688bfe9.jpg?1783916671"
"ncc-18","Elemental","Token Creature — Elemental","0","1","R","At the beginning of your upkeep, sacrifice this creature and return target card named Rekindling Phoenix from your graveyard to the battlefield. It gains haste until end of turn.","https://cards.scryfall.io/normal/front/5/1/512fedf8-f50d-4e81-9856-e051850dc05f.jpg?1783923171"
"hou-7","Sinuous Striker","Token Creature — Zombie Naga Warrior","4","4","B","{U}: Sinuous Striker gets +1/-1 until end of turn.","https://cards.scryfall.io/normal/front/5/1/513f2ce9-0127-4479-b37a-a835fbada8f8.jpg?1783936066"
"mh3-14","Whale","Token Creature — Whale","6","6","U","When this creature dies, create a 9/9 blue Kraken creature token.","https://cards.scryfall.io/normal/front/5/1/51b8f3b4-d0f3-4f2f-8e6f-7da1e852dac1.jpg?1783911115"
"tmt-7","Mutant","Token Creature — Mutant","2","2","R","","https://cards.scryfall.io/normal/front/5/1/51e33613-7a24-461c-8d9f-12680af4b92a.jpg?1783904002"
"vow-4","Spirit Cleric","Token Creature — Spirit Cleric","*","*","W","This creature's power and toughness are each equal to the number of Spirits you control.","https://cards.scryfall.io/normal/front/5/2/5212bae5-d768-45ab-aba8-94c4f9fabc79.jpg?1783924699"
"mh3-13","Thopter","Token Artifact Creature — Thopter","1","1","U","Flying","https://cards.scryfall.io/normal/front/e/0/e0a7adb3-8e66-4e63-95f2-1a5f5827b676.jpg?1783911116"
"lrw-4","Merfolk Wizard","Token Creature — Merfolk Wizard","1","1","U","","https://cards.scryfall.io/normal/front/5/2/526da544-23dd-42b8-8c00-c3609eea4489.jpg?1783942838"
"inr-19","Human Cleric","Token Creature — Human Cleric","1","1","BW","","https://cards.scryfall.io/normal/front/7/0/7081602e-84a3-45b0-87f6-f0f236a5264e.jpg?1783907967"
"blb-8","Splash Lasher","Token Creature — Frog Wizard","1","1","U","When this creature enters, tap up to one target creature and put a stun counter on it. (This token's mana cost is {3}{U}.)","https://cards.scryfall.io/normal/front/5/3/53065735-c427-458e-ade4-ec2d81c8d277.jpg?1783909771"
"khm-22","Tyvar Kell Emblem","Emblem","","","","Whenever you cast an Elf spell, it gains haste until end of turn and you draw two cards.","https://cards.scryfall.io/normal/front/5/3/53162f62-5327-4f2d-8f34-e90de2a1c818.jpg?1783928075"
"dtk-4","Zombie Horror","Token Creature — Zombie Horror","*","*","B","","https://cards.scryfall.io/normal/front/5/3/533c41ab-d9ee-4817-a982-41d4da6fa9ad.jpg?1783938561"
"blb-15","Starscape Cleric","Token Creature — Bat Cleric","1","1","B","Flying This creature can't block. Whenever you gain life, each opponent loses 1 life. (This token's mana cost is {1}{B}.)","https://cards.scryfall.io/normal/front/5/3/5379a77e-4b98-4abc-b967-fbc76bb85fc6.jpg?1783909768"
"cmm-13","Zombie","Token Creature — Zombie","*","*","U","","https://cards.scryfall.io/normal/front/f/7/f7ee09ec-0d88-469d-b61c-976f3be47766.jpg?1783915257"
"tsnc-10","Dog","Token Creature — Dog","3","1","G","Vigilance","https://cards.scryfall.io/normal/front/5/3/53f30e6b-602d-4e7d-b217-8c8d6b9ecc27.jpg?1783913135"
"blb-16","Thornplate Intimidator","Token Creature — Rat Rogue","1","1","B","When this creature enters, target opponent loses 3 life unless they sacrifice a nonland permanent or discard a card. (This token's mana cost is {3}{B}.)","https://cards.scryfall.io/normal/front/5/3/53fd3dd0-81b6-4f4a-86e6-920170017c92.jpg?1783909767"
"40k-14","Necron Warrior","Token Artifact Creature — Necron Warrior","2","2","B","","https://cards.scryfall.io/normal/front/5/4/542b3490-1247-4f47-98b6-c67cabae53cb.jpg?1783920663"
"mkc-30","Morph","Creature","2","2","","(You can cover a face-down creature with this reminder card. A card with morph can be turned face up any time for its morph cost.)","https://cards.scryfall.io/normal/front/5/4/5430da88-b72e-4d64-bd3c-b21062cac1c2.jpg?1783912609"
"fin-19","Angelo","Token Legendary Creature — Dog","1","1","GW","","https://cards.scryfall.io/normal/front/5/4/54347961-0a41-4f62-b47e-2afa0ca07b21.jpg?1783906131"
"pip-2","Human Knight","Token Creature — Human Knight","2","2","W","This creature gets +2/+2 as long as an artifact entered the battlefield under your control this turn.","https://cards.scryfall.io/normal/front/5/4/546bda77-e3a8-4f2a-ba9c-94fb0b9ff183.jpg?1783912048"
"sos-13","Professor Dellian Fel Emblem","Emblem","","","","Whenever you gain life, target opponent loses that much life.","https://cards.scryfall.io/normal/front/5/4/5472cdbf-eec2-40fe-a1f5-1a4eb74126c0.jpg?1783903561"
"inr-5","Human Wizard","Token Creature — Human Wizard","1","1","U","","https://cards.scryfall.io/normal/front/5/4/547ba2bc-2520-4d79-b9c9-a17f921df1bd.jpg?1783907971"
"kld-11","Nissa, Vital Force Emblem","Emblem — Nissa","","","","Whenever a land enters the battlefield under your control, you may draw a card.","https://cards.scryfall.io/normal/front/5/4/54986eaa-1bbb-4d34-ae09-fa7de2627ba0.jpg?1783937237"
"mkm-8","Ooze","Token Creature — Ooze","0","0","G","Trample","https://cards.scryfall.io/normal/front/5/4/54b37032-9660-4dfb-9629-c4e8eddc43b0.jpg?1783912608"
"unf-2","Clown Robot","Token Artifact Creature — Clown Robot","1","1","W","","https://cards.scryfall.io/normal/front/5/4/54d001ca-285e-4033-9d97-0a1db3a8ec7b.jpg?1783920625"
"one-9","The Hollow Sentinel","Token Legendary Artifact Creature — Phyrexian Golem","3","3","","","https://cards.scryfall.io/normal/front/5/4/54e0cbfa-a7f9-49a6-9bca-4a08f5b8da93.jpg?1783918167"
"dde-1","Hornet","Token Artifact Creature — Insect","1","1","","Flying, haste","https://cards.scryfall.io/normal/front/5/4/54ec2cd6-51f6-4e12-af90-fa254f14ad32.jpg?1783942015"
"bfz-14","Kiora, Master of the Depths Emblem","Emblem — Kiora","","","","Whenever a creature enters the battlefield under your control, you may have it fight target creature.","https://cards.scryfall.io/normal/front/5/5/55952cc8-09d8-4260-8387-284df7223d74.jpg?1783938117"
"otj-8","Vampire Rogue","Token Creature — Vampire Rogue","1","1","B","Lifelink","https://cards.scryfall.io/normal/front/5/5/55a35e07-9d80-4f2b-a000-5638b72a9808.jpg?1783911527"
"mma-13","Treefolk Shaman","Token Creature — Treefolk Shaman","2","5","G","","https://cards.scryfall.io/normal/front/d/7/d75c1ada-2a49-49e8-800d-f11d08263dde.jpg?1783939952"
"ltc-1","Bird","Token Creature — Bird","3","3","W","Flying Whenever this creature attacks, target attacking creature gains flying until end of turn.","https://cards.scryfall.io/normal/front/5/6/561341f5-3eb1-4f52-8dee-668a60e091be.jpg?1783916064"
"war-19","Nissa, Who Shakes the World Emblem","Emblem — Nissa","","","","Lands you control have indestructible.","https://cards.scryfall.io/normal/front/5/6/56b191fe-7a92-4d08-91a4-036699d08bc4.jpg?1783933348"
"akh-10","Sacred Cat","Token Creature — Zombie Cat","1","1","W","Lifelink","https://cards.scryfall.io/normal/front/5/6/56ea5f68-3818-43d3-9b7b-c344305a8423.jpg?1783936414"
"hou-11","Snake","Token Creature — Snake","5","4","G","","https://cards.scryfall.io/normal/front/5/7/57708b3d-ddfb-4924-b5c9-123aa9e967ad.jpg?1783936064"
"sos-2","Elemental","Token Creature — Elemental","3","3","RU","Flying","https://cards.scryfall.io/normal/front/5/7/57b98846-85e3-47c7-a903-29953d0b0e8a.jpg?1783903564"
"msh-13","Moloid","Token Creature — Minion","1","1","G","Whenever this token attacks, you may mill a card.","https://cards.scryfall.io/normal/front/5/7/57bcf5f4-da1e-4b6a-85ef-aad91d2276cf.jpg?1783902803"
"tsnc-9","Cat","Token Creature — Cat","2","2","G","Haste","https://cards.scryfall.io/normal/front/6/8/687bbd21-ae87-43b9-9d32-e981e7a78d76.jpg?1783913135"
"sld-1334","Hydra","Token Creature — Hydra","0","0","G","","https://cards.scryfall.io/normal/front/5/7/57cad0da-ac47-4324-9810-cf2ae94fd5e0.jpg?1783913390"
"40k-8","Sicarian Infiltrator","Token Artifact Creature — Human Soldier","1","2","U","When Sicarian Infiltrator enters the battlefield, draw a card.","https://cards.scryfall.io/normal/front/5/8/58784a4f-8190-4751-b42c-fff188ad3ce5.jpg?1783920670"
"jou-6","Snake","Token Enchantment Creature — Snake","1","1","BG","Deathtouch","https://cards.scryfall.io/normal/front/5/9/5910a7f2-71a7-4e85-8feb-4a0da228eb15.jpg?1783939392"
"onc-16","Phyrexian Wurm","Token Creature — Phyrexian Wurm","*","*","G","Trample Toxic 1 (Players dealt combat damage by this creature also get a poison counter.)","https://cards.scryfall.io/normal/front/5/9/594c55d3-d435-4dec-bc92-011442a43684.jpg?1783918174"
"c19-2","Bird","Token Creature — Bird","3","3","W","Flying","https://cards.scryfall.io/normal/front/5/9/5988dc9e-724f-4645-8769-b94c5ef631b9.jpg?1783932835"
"moc-18","Demon","Token Creature — Demon","6","6","B","Flying, trample At the beginning of your upkeep, sacrifice another creature. If you can't, this creature deals 6 damage to you.","https://cards.scryfall.io/normal/front/5/9/598e58b8-d26f-4bbf-a002-a93cac642a17.jpg?1783916649"
"cmm-46","Stoneforged Blade","Token Artifact — Equipment","","","","Indestructible Equipped creature gets +5/+5 and has double strike. Equip {0}","https://cards.scryfall.io/normal/front/a/0/a0f2a88f-ff00-4ef7-a9ed-e8457df2c9d3.jpg?1783915244"
"big-1","Bat","Token Creature — Bat","2","1","B","Flying","https://cards.scryfall.io/normal/front/5/9/59f138e5-501d-486f-b9a0-3f37640398a0.jpg?1783911689"
"ust-9","Zombie // Zombie","Token Creature — Zombie // Token","","","","","https://cards.scryfall.io/normal/front/5/a/5a561f84-5696-44a5-8dc1-227af883341d.jpg?1783935359"
"akh-12","Temmet, Vizier of Naktamun","Token Creature — Zombie Human Cleric","2","2","W","Temmet, Vizier of Naktamun is legendary. At the beginning of combat on your turn, target creature token you control gets +1/+1 until end of turn and can't be blocked this turn.","https://cards.scryfall.io/normal/front/5/a/5a6201e6-7dcd-40b1-97aa-fd9c860cea97.jpg?1783936413"
"onc-15","Phyrexian Insect","Token Creature — Phyrexian Insect","1","1","G","Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)","https://cards.scryfall.io/normal/front/5/a/5a90e8ab-5a76-4834-9cd6-186af939ea41.jpg?1783918174"
"clb-49","Rowan Kenrith Emblem","Emblem — Rowan","","","","Whenever you activate an ability that isn't a mana ability, copy it. You may choose new targets for the copy.","https://cards.scryfall.io/normal/front/5/b/5b2f81ee-f258-40c4-abc6-0c80421b0837.jpg?1783922302"
"cmm-18","Thrull","Token Creature — Thrull","1","1","B","","https://cards.scryfall.io/normal/front/d/c/dc5604c5-4fff-4bb6-bf6d-69027e4eeb21.jpg?1783915255"
"tm21-20","Cat","Token Creature — Cat","1","1","G","","https://cards.scryfall.io/normal/front/7/e/7ebd7482-0f67-4afa-ba82-bf12e7e07b30.jpg?1783906758"
"soc-5","Pegasus","Token Creature — Pegasus","2","2","W","Flying","https://cards.scryfall.io/normal/front/f/1/f130171f-a3e2-4dac-806a-1f2c428ac9fc.jpg?1783903574"
"blb-5","Warren Warleader","Token Creature — Rabbit Knight","1","1","W","Whenever you attack, choose one — • Create a 1/1 white Rabbit creature token that's tapped and attacking. • Attacking creatures you control get +1/+1 until end of turn. (This token's mana cost is {2}{W}{W}.)","https://cards.scryfall.io/normal/front/5/c/5cc9b628-0a3a-4d09-ae4a-57c7f6f9ac36.jpg?1783909771"
"f18-3","Illusion // Saproling","Token Creature — Illusion // Token Creature — Saproling","","","","","https://cards.scryfall.io/normal/front/5/c/5cf70d25-9de9-4c3a-a52f-be17831e5695.jpg?1783935353"
"jou-3","Minotaur","Token Creature — Minotaur","2","3","R","","https://cards.scryfall.io/normal/front/5/d/5d2a3833-ab5b-4f84-b39c-d0eeb7b474d3.jpg?1783939393"
"inr-7","Vampire","Token Creature — Vampire","1","1","B","","https://cards.scryfall.io/normal/front/7/3/73690930-4b00-4f35-aa6f-bbfeeb711330.jpg?1783907970"
"ust-8","Vampire // Vampire","Token Creature — Vampire // Token","","","","","https://cards.scryfall.io/normal/front/5/d/5d9e999f-7033-4ccd-933a-eac4105b3edc.jpg?1783935359"
"znc-8","Elemental","Token Creature — Elemental","2","2","G","","https://cards.scryfall.io/normal/front/5/d/5dc134da-51b8-452d-b515-54def56fe0c7.jpg?1783929246"
"zen-4","Illusion","Token Creature — Illusion","2","2","U","","https://cards.scryfall.io/normal/front/5/d/5dcbf662-7263-414a-b64b-ccf9aab20faa.jpg?1783942179"
"who-4","Horse","Token Creature — Horse","2","2","W","Doctors you control have horsemanship. (They can't be blocked except by creatures with horsemanship.)","https://cards.scryfall.io/normal/front/5/e/5e29c393-6d89-481d-8f33-19c61c46621a.jpg?1783914719"
"khc-6","Elemental","Token Creature — Elemental","7","7","G","Trample","https://cards.scryfall.io/normal/front/7/7/7737cbbf-659e-4a8d-9918-50652d6c0863.jpg?1783928085"
"dsk-7","Toy","Token Artifact Creature — Toy","1","1","W","","https://cards.scryfall.io/normal/front/5/e/5e6d479d-c30d-4048-b250-5233358a174c.jpg?1783909266"
"nec-6","Smoke Blessing","Token Enchantment — Aura","","","R","Enchant creature When enchanted creature dies, it deals 1 damage to its controller and you create a Treasure token.","https://cards.scryfall.io/normal/front/5/e/5eb01bef-8989-4b38-a303-0aafab1b33e5.jpg?1783923718"
"otj-10","Mercenary","Token Creature — Mercenary","1","1","R","{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.","https://cards.scryfall.io/normal/front/5/f/5f04607f-eed2-462e-897f-82e41e5f7049.jpg?1783911526"
"aer-4","Tezzeret the Schemer Emblem","Emblem — Tezzeret","","","","At the beginning of combat on your turn, target artifact you control becomes an artifact creature with base power and toughness 5/5.","https://cards.scryfall.io/normal/front/5/f/5f136537-1ebe-4018-b406-44ef32ceef04.jpg?1783936709"
"inr-20","Human Soldier","Token Creature — Human Soldier","1","1","GW","Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)","https://cards.scryfall.io/normal/front/e/3/e35e232f-e98b-49c7-a68c-d8e3339e90b5.jpg?1783907966"
"m19-2","Avatar","Token Creature — Avatar","4","4","W","Flying","https://cards.scryfall.io/normal/front/5/f/5f3f8f97-0c27-49d6-ae9a-a0fe2a7ce38b.jpg?1783934471"
"rvr-10","Centaur","Token Creature — Centaur","3","3","G","","https://cards.scryfall.io/normal/front/5/f/5f657b65-67fc-4b7d-bc9e-840190f69362.jpg?1783913155"
"inr-8","Vampire","Token Creature — Vampire","2","2","B","Flying","https://cards.scryfall.io/normal/front/c/5/c5cb4398-e180-472e-8662-2a5902bafb4f.jpg?1783907971"
"thb-8","Elemental","Token Creature — Elemental","*","1","R","Trample, haste","https://cards.scryfall.io/normal/front/6/0/60466c78-155e-442b-8022-795e1e9de8df.jpg?1783931453"
"who-19","Alien Insect","Token Creature — Alien Insect","1","1","GW","Flying","https://cards.scryfall.io/normal/front/6/0/609bcaff-c903-40ce-9b3e-bb7b07bb9125.jpg?1783914715"
"f18-2","City's Blessing // Elemental","Card // Token Creature — Elemental","","","","","https://cards.scryfall.io/normal/front/6/0/60ca146d-4e88-4e87-a775-9cfbc9e6b9f2.jpg?1783935352"
"ncc-14","Champion of Wits","Token Creature — Zombie Naga Wizard","4","4","B","When Champion of Wits enters the battlefield, you may draw cards equal to its power. If you do, discard two cards.","https://cards.scryfall.io/normal/front/c/c/ccca4d2c-71b1-4757-bfdf-8eccb435fd0a.jpg?1783923175"
"ust-13","Beast // Beast","Token Creature — Beast // Token","","","","","https://cards.scryfall.io/normal/front/6/1/610def80-1303-488e-bfd9-4a27f031d20e.jpg?1783935357"
"ecl-6","Goblin","Token Creature — Goblin","1","1","BR","","https://cards.scryfall.io/normal/front/6/1/6139a45d-ebc7-4bca-8c13-73c85ea5fe0d.jpg?1783904325"
"who-14","Alien Warrior","Token Creature — Alien Warrior","2","2","R","","https://cards.scryfall.io/normal/front/6/1/6155e7ce-3e8c-4bb3-941d-dac686d4eb57.jpg?1783914715"
"blc-35","Wolf","Token Creature — Wolf","2","2","BG","When this creature dies, put a loyalty counter on each Garruk you control.","https://cards.scryfall.io/normal/front/6/1/61ea0e0e-13cf-4de3-80bf-89e66fa9b200.jpg?1783909750"
"onc-18","Golem","Token Artifact Creature — Golem","*","*","","Haste","https://cards.scryfall.io/normal/front/6/2/621738c7-24f6-469e-9e44-8c80cd85ba08.jpg?1783918172"
"mh3-11","Kraken","Token Creature — Kraken","9","9","U","","https://cards.scryfall.io/normal/front/9/1/9155825a-6449-4b36-aa14-4c227075ed51.jpg?1783911116"
"soi-8","Ooze","Token Creature — Ooze","3","3","G","","https://cards.scryfall.io/normal/front/6/2/623a7905-3a10-4d23-96fa-4960cac8f4e3.jpg?1783937681"
"und-5","Giant Teddy Bear","Token Creature — Giant Teddy Bear","5","5","","","https://cards.scryfall.io/normal/front/6/2/628c542b-7579-4070-9143-6f1f7221468f.jpg?1783931313"
"pip-15","Junk","Token Artifact — Junk","","","","{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.","https://cards.scryfall.io/normal/front/6/2/62c4a6f6-6425-4c0c-b35a-880fcab42aad.jpg?1783912041"
"soc-12","Zombie","Token Creature — Zombie","2","2","B","Decayed (This creature can't block. When it attacks, sacrifice it at end of combat.)","https://cards.scryfall.io/normal/front/b/0/b0d6fd21-48f0-4151-9671-762c25d95592.jpg?1783903573"
"gk1-4","Goblin // Soldier","Token Creature — Goblin // Token Creature — Soldier","","","","","https://cards.scryfall.io/normal/front/6/4/64f4dc68-060b-4c63-8f43-00f53c52a251.jpg?1783934008"
"tmt-9","Mutagen","Token Artifact — Mutagen","","","","{1}, {T}, Sacrifice this token: Put a +1/+1 counter on target creature. Activate only as a sorcery.","https://cards.scryfall.io/normal/front/6/5/6559c423-449c-4e8e-8384-3ce78183e317.jpg?1783904002"
"blb-19","Steampath Charger","Token Creature — Lizard Warlock","1","1","R","When this creature dies, it deals 1 damage to target player. (This token's mana cost is {1}{R}.)","https://cards.scryfall.io/normal/front/6/5/65a41850-49d2-4c1f-84df-cc7f7fb951f8.jpg?1783909767"
"who-38","Human","Token Creature — Human","1","1","W","Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)","https://cards.scryfall.io/normal/front/6/5/65b58706-9140-4908-b613-702e607b7d8b.jpg?1783914708"
"afr-5","The Atropal","Token Legendary Creature — God Horror","4","4","B","Deathtouch","https://cards.scryfall.io/normal/front/6/5/65f8e40f-fb5e-4ab8-add3-a8b87e7bcdd9.jpg?1783926347"
"moc-40","Phyrexian Horror","Token Artifact Creature — Phyrexian Horror","*","*","","","https://cards.scryfall.io/normal/front/a/a/aa53489d-7e4e-461c-9eed-406ecf7c7abc.jpg?1783916641"
"cmr-11","Rock","Token Artifact — Equipment","","","","Equipped creature has ""{1}, {T}, Sacrifice Rock: This creature deals 2 damage to any target."" Equip {1}","https://cards.scryfall.io/normal/front/6/6/661cbde4-9444-4259-b2cf-7c8f9814a071.jpg?1783928585"
"clb-13","Ox","Token Creature — Ox","4","4","G","","https://cards.scryfall.io/normal/front/6/6/6655f22c-963f-42d6-b45c-8ea5fb256785.jpg?1783922319"
"blb-17","Coruscation Mage","Token Creature — Otter Wizard","1","1","R","Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent. (This token's mana cost is {1}{R}.)","https://cards.scryfall.io/normal/front/6/6/6674c208-4d8d-4833-bee2-bfc87c93049d.jpg?1783909767"
"tm20-1","Ajani's Pridemate","Token Creature — Cat Soldier","2","2","W","Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.","https://cards.scryfall.io/normal/front/6/7/6740f7cb-e21b-41ca-acf0-93d63f1f8c54.jpg?1783913126"
"who-3","Alien Rhino","Token Creature — Alien Rhino","4","4","W","","https://cards.scryfall.io/normal/front/6/8/68243f3e-c311-47cf-b1f4-583625919a2c.jpg?1783914719"
"tdc-17","Elemental","Token Creature — Elemental","1","1","R","Haste","https://cards.scryfall.io/normal/front/6/8/686d9c3d-41dc-476d-93b7-75857b48b1b6.jpg?1783906799"
"40k-19","Tyranid Warrior","Token Creature — Tyranid Warrior","3","3","G","Trample","https://cards.scryfall.io/normal/front/6/9/691979ab-e0d7-4e74-84da-77d09dc038a3.jpg?1783920658"
"neo-5","Rat Rogue","Token Creature — Rat Rogue","1","1","B","","https://cards.scryfall.io/normal/front/6/9/695f72ea-13e6-40ab-afc7-55657701c82d.jpg?1783923715"
"dsk-2","Shard","Token Enchantment — Shard","","","","{2}, Sacrifice this enchantment: Scry 1, then draw a card.","https://cards.scryfall.io/normal/front/6/a/6a198942-049c-4537-b5b1-d35df32d45d5.jpg?1783909270"
"ecc-8","Snake","Token Creature — Snake","1","1","G","Deathtouch","https://cards.scryfall.io/normal/front/9/a/9a9380a8-8f38-47cd-8648-20626c06b9b3.jpg?1783904330"
"fic-7","Rebel","Token Creature — Rebel","2","2","R","","https://cards.scryfall.io/normal/front/6/a/6afbbdad-aeed-428a-b840-c33f59a18d0b.jpg?1783906141"
"afr-13","Guenhwyvar","Token Legendary Creature — Cat","4","1","G","Trample","https://cards.scryfall.io/normal/front/6/b/6b2c8f52-1580-42d5-8434-c4c70e31e31b.jpg?1783926342"
"dsk-16","Everywhere","Token Land","","","","This land is a Plains, Island, Swamp, Mountain, and Forest. ({T}: Add {W}, {U}, {B}, {R}, or {G}.)","https://cards.scryfall.io/normal/front/6/b/6b76b7a4-f398-4bb4-833e-97ec0d4e581a.jpg?1783909262"
"moc-31","Insect","Token Creature — Insect","1","1","RU","Flying, haste","https://cards.scryfall.io/normal/front/a/e/aeefb1d3-446f-4f07-9650-5b8c929f1ac9.jpg?1783916647"
